gene	ko	module	module_name	path	product_ids	product_names	substrate_ids	substrate_names
succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18] [RN:R10343]	K18118	M00009	Citrate cycle (TCA cycle, Krebs cycle)	4,2	C00042	Succinate	C00091	Succinyl-CoA
succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	K00234	M00009	Citrate cycle (TCA cycle, Krebs cycle)	5,0	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	K00235	M00009	Citrate cycle (TCA cycle, Krebs cycle)	5,0	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	K00236	M00009	Citrate cycle (TCA cycle, Krebs cycle)	5,0	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	K00237	M00009	Citrate cycle (TCA cycle, Krebs cycle)	5,0	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	K00239	M00009	Citrate cycle (TCA cycle, Krebs cycle)	5,1	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	K00240	M00009	Citrate cycle (TCA cycle, Krebs cycle)	5,1	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	K00241	M00009	Citrate cycle (TCA cycle, Krebs cycle)	5,1	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	K00242	M00009	Citrate cycle (TCA cycle, Krebs cycle)	5,1	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	K18859	M00009	Citrate cycle (TCA cycle, Krebs cycle)	5,1	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	K18860	M00009	Citrate cycle (TCA cycle, Krebs cycle)	5,1	C00122	Fumarate	C00042	Succinate
fumarate reductase [EC:1.3.5.4] [RN:R02164]	K00244	M00009	Citrate cycle (TCA cycle, Krebs cycle)	5,2	C00122	Fumarate	C00042	Succinate
fumarate reductase [EC:1.3.5.4] [RN:R02164]	K00245	M00009	Citrate cycle (TCA cycle, Krebs cycle)	5,2	C00122	Fumarate	C00042	Succinate
fumarate reductase [EC:1.3.5.4] [RN:R02164]	K00246	M00009	Citrate cycle (TCA cycle, Krebs cycle)	5,2	C00122	Fumarate	C00042	Succinate
fumarate reductase [EC:1.3.5.4] [RN:R02164]	K00247	M00009	Citrate cycle (TCA cycle, Krebs cycle)	5,2	C00122	Fumarate	C00042	Succinate
fumarate hydratase [EC:4.2.1.2] [RN:R01082]	K01676	M00009	Citrate cycle (TCA cycle, Krebs cycle)	6,0	C00149	(S)-Malate	C00122	Fumarate
fumarate hydratase [EC:4.2.1.2] [RN:R01082]	K01679	M00009	Citrate cycle (TCA cycle, Krebs cycle)	6,1	C00149	(S)-Malate	C00122	Fumarate
fumarate hydratase [EC:4.2.1.2] [RN:R01082]	K01677	M00009	Citrate cycle (TCA cycle, Krebs cycle)	6,2	C00149	(S)-Malate	C00122	Fumarate
fumarate hydratase [EC:4.2.1.2] [RN:R01082]	K01678	M00009	Citrate cycle (TCA cycle, Krebs cycle)	6,2	C00149	(S)-Malate	C00122	Fumarate
malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	K00026	M00009	Citrate cycle (TCA cycle, Krebs cycle)	7,0	C00036	Oxaloacetate	C00149	(S)-Malate
malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	K00025	M00009	Citrate cycle (TCA cycle, Krebs cycle)	7,1	C00036	Oxaloacetate	C00149	(S)-Malate
malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	K00024	M00009	Citrate cycle (TCA cycle, Krebs cycle)	7,2	C00036	Oxaloacetate	C00149	(S)-Malate
malate dehydrogenase (quinone) [EC:1.1.5.4] [RN:R00361]	K00116	M00009	Citrate cycle (TCA cycle, Krebs cycle)	7,3	C00036	Oxaloacetate	C00149	(S)-Malate
citrate synthase [EC:2.3.3.1] [RN:R00351]	K01647	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	0,0	C00158	Citrate	C00036,C00024	Oxaloacetate,Acetyl-CoA
citrate (Re)-synthase [EC:2.3.3.3] [RN:R00351]	K05942	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	0,1	C00158	Citrate	C00036,C00024	Oxaloacetate,Acetyl-CoA
aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900 R01324]	K01681	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	1,0	C00311	Isocitrate	C00158	Citrate
aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900 R01324]	K01682	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	1,1	C00311	Isocitrate	C00158	Citrate
isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709]	K00031	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	2,0	C00026	2-Oxoglutarate	C00311	Isocitrate
isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709]	K00030	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	2,1	C00026	2-Oxoglutarate	C00311	Isocitrate
2-oxoglutarate dehydrogenase [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	K00164	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	0,0	C15972	Enzyme N6-(lipoyl)lysine	C15973	Enzyme N6-(dihydrolipoyl)lysine
2-oxoglutarate dehydrogenase [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	K00658	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	0,0	C15972	Enzyme N6-(lipoyl)lysine	C15973	Enzyme N6-(dihydrolipoyl)lysine
2-oxoglutarate dehydrogenase [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	K00382	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	0,0	C15972	Enzyme N6-(lipoyl)lysine	C15973	Enzyme N6-(dihydrolipoyl)lysine
2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11] [RN:R01197]	K00174	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	0,1	C00091	Succinyl-CoA	C00026	2-Oxoglutarate
2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11] [RN:R01197]	K00175	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	0,1	C00091	Succinyl-CoA	C00026	2-Oxoglutarate
2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3] [RN:R01197]	K00177	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	0,1	C00091	Succinyl-CoA	C00026	2-Oxoglutarate
2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3] [RN:R01197]	K00176	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	0,1	C00091	Succinyl-CoA	C00026	2-Oxoglutarate
succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	K01902	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	1,0	C00042	Succinate	C00091	Succinyl-CoA
succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	K01903	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	1,0	C00042	Succinate	C00091	Succinyl-CoA
succinyl-CoA synthetase [EC:6.2.1.4 6.2.1.5] [RN:R00405 R00432 R00727]	K01899	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	1,1	C00042	Succinate	C00091	Succinyl-CoA
succinyl-CoA synthetase [EC:6.2.1.4 6.2.1.5] [RN:R00405 R00432 R00727]	K01900	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	1,1	C00042	Succinate	C00091	Succinyl-CoA
succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18] [RN:R10343]	K18118	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	1,2	C00042	Succinate	C00091	Succinyl-CoA
succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	K00234	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	2,0	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	K00235	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	2,0	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	K00236	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	2,0	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	K00237	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	2,0	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	K00239	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	2,1	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	K00240	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	2,1	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	K00241	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	2,1	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	K00242	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	2,1	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	K18859	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	2,1	C00122	Fumarate	C00042	Succinate
succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	K18860	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	2,1	C00122	Fumarate	C00042	Succinate
fumarate reductase [EC:1.3.5.4] [RN:R02164]	K00244	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	2,2	C00122	Fumarate	C00042	Succinate
fumarate reductase [EC:1.3.5.4] [RN:R02164]	K00245	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	2,2	C00122	Fumarate	C00042	Succinate
fumarate reductase [EC:1.3.5.4] [RN:R02164]	K00246	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	2,2	C00122	Fumarate	C00042	Succinate
fumarate reductase [EC:1.3.5.4] [RN:R02164]	K00247	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	2,2	C00122	Fumarate	C00042	Succinate
fumarate hydratase [EC:4.2.1.2] [RN:R01082]	K01676	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	3,0	C00149	(S)-Malate	C00122	Fumarate
fumarate hydratase [EC:4.2.1.2] [RN:R01082]	K01679	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	3,1	C00149	(S)-Malate	C00122	Fumarate
fumarate hydratase [EC:4.2.1.2] [RN:R01082]	K01677	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	3,2	C00149	(S)-Malate	C00122	Fumarate
fumarate hydratase [EC:4.2.1.2] [RN:R01082]	K01678	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	3,2	C00149	(S)-Malate	C00122	Fumarate
malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	K00026	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	4,0	C00036	Oxaloacetate	C00149	(S)-Malate
malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	K00025	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	4,1	C00036	Oxaloacetate	C00149	(S)-Malate
malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	K00024	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	4,2	C00036	Oxaloacetate	C00149	(S)-Malate
malate dehydrogenase (quinone) [EC:1.1.5.4] [RN:R00361]	K00116	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	4,3	C00036	Oxaloacetate	C00149	(S)-Malate
citrate synthase [EC:2.3.3.1] [RN:R00351]	K01647	M00012	Glyoxylate cycle	0,0	C00158	Citrate	C00024,C00036	Acetyl-CoA,Oxaloacetate
aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900]	K01681	M00012	Glyoxylate cycle	1,0	C00311	Isocitrate	C00417	cis-Aconitate
aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900]	K01682	M00012	Glyoxylate cycle	1,1	C00311	Isocitrate	C00417	cis-Aconitate
isocitrate lyase [EC:4.1.3.1] [RN:R00479]	K01637	M00012	Glyoxylate cycle	2,0	C00048	Glyoxylate	C00311	Isocitrate
malate synthase [EC:2.3.3.9] [RN:R00472]	K01638	M00012	Glyoxylate cycle	3,0	C00149	(S)-Malate	C00024,C00048	Acetyl-CoA,Glyoxylate
bifunctional (S)-malyl-CoA lyase/thioesterase [EC:4.1.3.24 3.1.2.30] [RN:R00473 R10612]	K19282	M00012	Glyoxylate cycle	3,1	C00149	(S)-Malate	C00024,C00048	Acetyl-CoA,Glyoxylate
malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	K00026	M00012	Glyoxylate cycle	4,0	C00036	Oxaloacetate	C00149	(S)-Malate
malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	K00025	M00012	Glyoxylate cycle	4,1	C00036	Oxaloacetate	C00149	(S)-Malate
malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	K00024	M00012	Glyoxylate cycle	4,2	C00036	Oxaloacetate	C00149	(S)-Malate
ACADS; butyryl-CoA dehydrogenase [EC:1.3.8.1] [RN:R04432]	K00248	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	0,0	C00894	Propenoyl-CoA	C00100	Propanoyl-CoA
E1.3.3.6; acyl-CoA oxidase [EC:1.3.3.6] [RN:R12356]	K00232	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	0,1	C00894	Propenoyl-CoA	C00100	Propanoyl-CoA
enoyl-CoA hydratase [EC:4.2.1.17] [RN:R03045]	K07511	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	1,0	C05668	3-Hydroxypropionyl-CoA	C00894	Propenoyl-CoA
enoyl-CoA hydratase [EC:4.2.1.17] [RN:R03045]	K07514	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	1,1	C05668	3-Hydroxypropionyl-CoA	C00894	Propenoyl-CoA
enoyl-CoA hydratase [EC:4.2.1.17] [RN:R03045]	K07515	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	1,2	C05668	3-Hydroxypropionyl-CoA	C00894	Propenoyl-CoA
multifunctional beta-oxidation protein [EC:4.2.1.-] [RN:R03045]	K14729	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	1,3	C05668	3-Hydroxypropionyl-CoA	C00894	Propenoyl-CoA
3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4] [RN:R03157 R03158]	K05605	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	2,0	C01013	3-Hydroxypropanoate	C05668	3-Hydroxypropionyl-CoA
3-hydroxypropionate dehydrogenase [EC:1.1.1.59] [RN:R01608]	K23146	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	3,0	C00222	3-Oxopropanoate	C01013	3-Hydroxypropanoate
malonate-semialdehyde dehydrogenase (acetylating) [EC:1.2.1.18] [RN:R00740]	K00140	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	4,0				
UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	K00012	M00014	Glucuronate pathway (uronate pathway)	0,0	C00167	UDP-glucuronate	C00029	UDP-glucose
UDP-sugar pyrophosphorylase [EC:2.7.7.64] [RN:R01381]	K12447	M00014	Glucuronate pathway (uronate pathway)	1,0,0,0	C05385	D-Glucuronate 1-phosphate	C00167	UDP-glucuronate
glucuronokinase [EC:2.7.1.43] [RN:R01476]	K16190	M00014	Glucuronate pathway (uronate pathway)	1,0,1,0	C00191	D-Glucuronate	C05385	D-Glucuronate 1-phosphate
glucuronosyltransferase [EC:2.4.1.17] [RN:R01383]	K00699	M00014	Glucuronate pathway (uronate pathway)	1,1,0,0	C03033	beta-D-Glucuronoside	C00167	UDP-glucuronate
beta-glucuronidase [EC:3.2.1.31] [RN:R01478]	K01195	M00014	Glucuronate pathway (uronate pathway)	1,1,1,0	C00191	D-Glucuronate	C03033	beta-D-Glucuronoside
beta-glucuronidase [EC:3.2.1.31] [RN:R01478]	K14756	M00014	Glucuronate pathway (uronate pathway)	1,1,1,1	C00191	D-Glucuronate	C03033	beta-D-Glucuronoside
alcohol dehydrogenase (NADP+) [EC:1.1.1.2] [RN:R01481]	K00002	M00014	Glucuronate pathway (uronate pathway)	2,0	C00800	L-Gulonate	C00191	D-Glucuronate
L-gulonate 3-dehydrogenase [EC:1.1.1.45] [RN:R02640]	K13247	M00014	Glucuronate pathway (uronate pathway)	3,0	C00618	3-Dehydro-L-gulonate	C00800	L-Gulonate
L-xylulose reductase [EC:1.1.1.10] [RN:R01904]	K03331	M00014	Glucuronate pathway (uronate pathway)	5,0	C00379	Xylitol	C00312	L-Xylulose
D-xylulose reductase [EC:1.1.1.9] [RN:R01896]	K05351	M00014	Glucuronate pathway (uronate pathway)	6,0	C00310	D-Xylulose	C00379	Xylitol
L-iditol 2-dehydrogenase [EC:1.1.1.14] [RN:R01896]	K00008	M00014	Glucuronate pathway (uronate pathway)	6,1	C00310	D-Xylulose	C00379	Xylitol
xylulokinase [EC:2.7.1.17] [RN:R01639]	K00854	M00014	Glucuronate pathway (uronate pathway)	7,0	C00231	D-Xylulose 5-phosphate	C00310	D-Xylulose
glutamate 5-kinase [EC:2.7.2.11] [RN:R00239]	K00931	M00015	Proline biosynthesis, glutamate => proline	0,0,0,0	C03287	L-Glutamyl 5-phosphate	C00025	L-Glutamate
glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41] [RN:R03313]	K00147	M00015	Proline biosynthesis, glutamate => proline	0,0,1,0	C01165	L-Glutamate 5-semialdehyde	C03287	L-Glutamyl 5-phosphate
delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41] [RN:R00239 R03313]	K12657	M00015	Proline biosynthesis, glutamate => proline	0,1	C01165	L-Glutamate 5-semialdehyde	C03287	L-Glutamyl 5-phosphate
pyrroline-5-carboxylate reductase [EC:1.5.1.2] [RN:R01251]	K00286	M00015	Proline biosynthesis, glutamate => proline	1,0	C00148	L-Proline	C03912	(S)-1-Pyrroline-5-carboxylate
aspartate kinase [EC:2.7.2.4] [RN:R00480]	K00928	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	0,0	C03082	4-Phospho-L-aspartate	C00049	L-Aspartate
aspartate kinase [EC:2.7.2.4] [RN:R00480]	K12524	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	0,1	C03082	4-Phospho-L-aspartate	C00049	L-Aspartate
aspartate kinase [EC:2.7.2.4] [RN:R00480]	K12525	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	0,2	C03082	4-Phospho-L-aspartate	C00049	L-Aspartate
aspartate kinase [EC:2.7.2.4] [RN:R00480]	K12526	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	0,3	C03082	4-Phospho-L-aspartate	C00049	L-Aspartate
aspartate-semialdehyde dehydrogenase [EC:1.2.1.11] [RN:R02291]	K00133	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	1,0	C00441	L-Aspartate 4-semialdehyde	C03082	4-Phospho-L-aspartate
4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] [RN:R10147]	K01714	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	2,0	C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate	C00441	L-Aspartate 4-semialdehyde
4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8] [RN:R04198 R04199]	K00215	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	3,0	C03972	2,3,4,5-Tetrahydrodipicolinate	C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate
2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase [EC:2.3.1.117] [RN:R04365]	K00674	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	4,0	C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	C03972	2,3,4,5-Tetrahydrodipicolinate
N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17] [RN:R04475]	K00821	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	5,0	C04421	N-Succinyl-LL-2,6-diaminoheptanedioate	C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate
N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17] [RN:R04475]	K14267	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	5,1	C04421	N-Succinyl-LL-2,6-diaminoheptanedioate	C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate
succinyl-diaminopimelate desuccinylase [EC:3.5.1.18] [RN:R02734]	K01439	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	6,0	C00666	LL-2,6-Diaminoheptanedioate	C04421	N-Succinyl-LL-2,6-diaminoheptanedioate
diaminopimelate epimerase [EC:5.1.1.7] [RN:R02735]	K01778	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	7,0	C00680	meso-2,6-Diaminoheptanedioate	C00666	LL-2,6-Diaminoheptanedioate
diaminopimelate decarboxylase [EC:4.1.1.20] [RN:R00451]	K01586	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	8,0	C00047	L-Lysine	C00680	meso-2,6-Diaminoheptanedioate
aspartate kinase [EC:2.7.2.4] [RN:R00480]	K12526	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	8,1	C03082	4-Phospho-L-aspartate	C00049	L-Aspartate
aspartate kinase [EC:2.7.2.4] [RN:R00480]	K00928	M00017	Methionine biosynthesis, apartate => homoserine => methionine	0,0	C03082	4-Phospho-L-aspartate	C00049	L-Aspartate
aspartate kinase [EC:2.7.2.4] [RN:R00480]	K12524	M00017	Methionine biosynthesis, apartate => homoserine => methionine	0,1	C03082	4-Phospho-L-aspartate	C00049	L-Aspartate
aspartate kinase [EC:2.7.2.4] [RN:R00480]	K12525	M00017	Methionine biosynthesis, apartate => homoserine => methionine	0,2	C03082	4-Phospho-L-aspartate	C00049	L-Aspartate
aspartate kinase [EC:2.7.2.4] [RN:R00480]	K12526	M00017	Methionine biosynthesis, apartate => homoserine => methionine	0,3	C03082	4-Phospho-L-aspartate	C00049	L-Aspartate
aspartate-semialdehyde dehydrogenase [EC:1.2.1.11] [RN:R02291]	K00133	M00017	Methionine biosynthesis, apartate => homoserine => methionine	1,0	C00441	L-Aspartate 4-semialdehyde	C03082	4-Phospho-L-aspartate
homoserine dehydrogenase [EC:1.1.1.3] [RN:R01773 R01775]	K00003	M00017	Methionine biosynthesis, apartate => homoserine => methionine	2,0	C00263	L-Homoserine	C00441	L-Aspartate 4-semialdehyde
aspartate kinase [EC:2.7.2.4] [RN:R00480]	K12524	M00017	Methionine biosynthesis, apartate => homoserine => methionine	2,1	C03082	4-Phospho-L-aspartate	C00049	L-Aspartate
aspartate kinase [EC:2.7.2.4] [RN:R00480]	K12525	M00017	Methionine biosynthesis, apartate => homoserine => methionine	2,2	C03082	4-Phospho-L-aspartate	C00049	L-Aspartate
homoserine O-succinyltransferase [EC:2.3.1.46] [RN:R01777]	K00651	M00017	Methionine biosynthesis, apartate => homoserine => methionine	3,0	C01118	O-Succinyl-L-homoserine	C00263	L-Homoserine
cystathionine gamma-synthase [EC:2.5.1.48] [RN:R03260]	K01739	M00017	Methionine biosynthesis, apartate => homoserine => methionine	4,0	C02291	L-Cystathionine	C01118	O-Succinyl-L-homoserine
cystathionine beta-lyase [EC:4.4.1.8] [RN:R01286]	K01760	M00017	Methionine biosynthesis, apartate => homoserine => methionine	5,0	C00155	L-Homocysteine	C02291	L-Cystathionine
methionine synthase [EC:2.1.1.13 2.1.1.14] [RN:R00946 R04405]	K00548	M00017	Methionine biosynthesis, apartate => homoserine => methionine	6,0	C00073	L-Methionine	C00155	L-Homocysteine
methionine synthase [EC:2.1.1.13 2.1.1.14] [RN:R00946 R04405]	K00549	M00017	Methionine biosynthesis, apartate => homoserine => methionine	6,1	C00073	L-Methionine	C00155	L-Homocysteine
aspartate kinase [EC:2.7.2.4] [RN:R00480]	K00928	M00018	Threonine biosynthesis, aspartate => homoserine => threonine	0,0	C03082	4-Phospho-L-aspartate	C00049	L-Aspartate
aspartate kinase [EC:2.7.2.4] [RN:R00480]	K12524	M00018	Threonine biosynthesis, aspartate => homoserine => threonine	0,1	C03082	4-Phospho-L-aspartate	C00049	L-Aspartate
aspartate kinase [EC:2.7.2.4] [RN:R00480]	K12525	M00018	Threonine biosynthesis, aspartate => homoserine => threonine	0,2	C03082	4-Phospho-L-aspartate	C00049	L-Aspartate
aspartate kinase [EC:2.7.2.4] [RN:R00480]	K12526	M00018	Threonine biosynthesis, aspartate => homoserine => threonine	0,3	C03082	4-Phospho-L-aspartate	C00049	L-Aspartate
