gene_id	gene_description	pathway	topic_ecosystem	category	subcategory
A37	sso1175 g.p. (Sulfolobus solfataricus)	Extracellular Peptidases	ag	Nitrogen 	
A31	HybD peptidase (Escherichia coli)	Extracellular Peptidases	ag	Nitrogen 	
K01183	chiA1, chitinase A1; [EC:3.2.1.14]	Chitin Degredation 	ag	Nitrogen 	
K20547  	chiB, basic endochitinase	Chitin Degredation 	ag	Nitrogen 	
K01183	chiC, chitinase	Chitin Degredation 	ag	Nitrogen 	
K21713  	lytic chitin monoxygenase [EC:1.14.99.53]	Chitin Degredation 	ag	Nitrogen 	
GH110	GH110 alpha-galactosidase (EC 3.2.1.22); alpha-1,3-galactosidase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	Alpha-galactans Oligo Cleavage
GH27	GH27 alpha-galactosidase (EC 3.2.1.22); alpha-N-acetylgalactosaminidase (EC 3.2.1.49); isomalto-dextranase (EC 3.2.1.94); beta-L-arabinopyranosidase (EC 3.2.1.88); galactan:galactan galactosyltransferase (EC 2.4.1.-)	Glycoside Hydrolases	ag	CAZY	Alpha-galactans Oligo Cleavage, Mucin Oligo Cleavage
GH36	GH36 alpha-galactosidase (EC 3.2.1.22); alpha-N-acetylgalactosaminidase (EC 3.2.1.49); stachyose synthase (EC 2.4.1.67); raffinose synthase (EC 2.4.1.82)	Glycoside Hydrolases	ag	CAZY	Alpha-galactans Oligo Cleavage, Mucin Oligo Cleavage
GH99	GH99 glycoprotein endo-alpha-1,2-mannosidase (EC 3.2.1.130); mannan endo-1,2-alpha-mannanase (3.2.1.-)	Glycoside Hydrolases	ag	CAZY	Alpha-mannan Backbone Cleavage (Hemicellulose)
GH76	GH76 alpha-1,6-mannanase (EC 3.2.1.101); alpha-glucosidase (EC 3.2.1.20)	Glycoside Hydrolases	ag	CAZY	Alpha-mannan Backbone Cleavage (Hemicellulose), Alpha-mannan Oligo Cleavage (Hemicellulose)
GH125	GH125 exo-alpha-1,6-mannosidase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	Alpha-mannan Oligo Cleavage (Hemicellulose)
GH38	GH38 alpha-mannosidase (EC 3.2.1.24); mannosyl-oligosaccharide alpha-1,2-mannosidase (EC 3.2.1.113); mannosyl-oligosaccharide alpha-1,3-1,6-mannosidase (EC 3.2.1.114); alpha-2-O-mannosylglycerate hydrolase (EC 3.2.1.170); mannosyl-oligosaccharide alpha-1,3-mannosidase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	Alpha-mannan Oligo Cleavage (Hemicellulose)
GH47	GH47 alpha-mannosidase (EC 3.2.1.113)	Glycoside Hydrolases	ag	CAZY	Alpha-mannan Oligo Cleavage (Hemicellulose)
GH63	GH63 processing alpha-glucosidase (EC 3.2.1.106); alpha-1,3-glucosidase (EC 3.2.1.84); alpha-glucosidase (EC 3.2.1.20); mannosylglycerate alpha-mannosidase / mannosylglycerate hydrolase (EC 3.2.1.170); glucosylglycerate hydrolase (EC 3.2.1.208)	Glycoside Hydrolases	ag	CAZY	Alpha-mannan Oligo Cleavage (Hemicellulose)
GH92	GH92 mannosyl-oligosaccharide alpha-1,2-mannosidase (EC 3.2.1.113); mannosyl-oligosaccharide alpha-1,3-mannosidase (EC 3.2.1.-); mannosyl-oligosaccharide alpha-1,6-mannosidase (EC 3.2.1.-); alpha-mannosidase (EC 3.2.1.24); alpha-1,2-mannosidase (EC 3.2.1.-); alpha-1,3-mannosidase (EC 3.2.1.-); alpha-1,4-mannosidase (EC 3.2.1.-); mannosyl-1-phosphodiester alpha-1,P-mannosidase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	Alpha-mannan Oligo Cleavage (Hemicellulose)
GH130	GH130 beta-1,4-mannosylglucose phosphorylase (EC 2.4.1.281); beta-1,4-mannooligosaccharide phosphorylase (EC 2.4.1.319); beta-1,4-mannosyl-N-acetyl-glucosamine phosphorylase (EC 2.4.1.320); beta-1,2-mannobiose phosphorylase (EC 2.4.1.-); beta-1,2-oligomannan phosphorylase (EC 2.4.1.-); beta-1,2-mannosidase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	Alpha-mannan Oligo Cleavage (Hemicellulose), Beta-mannan Oligo Cleavage (Hemicellulose)
GH124	GH124 endoglucanase (EC 3.2.1.4)	Glycoside Hydrolases	ag	CAZY	Amorphous Cellulose Backbone Cleavage
GH6	GH6 endoglucanase (EC 3.2.1.4); cellobiohydrolase (EC 3.2.1.91)	Glycoside Hydrolases	ag	CAZY	Amorphous Cellulose Backbone Cleavage
GH9	GH9 endoglucanase (EC 3.2.1.4); endo-beta-1,3(4)-glucanase / lichenase-laminarinase (EC 3.2.1.6); beta-glucosidase (EC 3.2.1.21); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); cellobiohydrolase (EC 3.2.1.91); xyloglucan-specific endo-beta-1,4-glucanase / endo-xyloglucanase (EC 3.2.1.151); exo-beta-glucosaminidase (EC 3.2.1.165)	Glycoside Hydrolases	ag	CAZY	Amorphous Cellulose Backbone Cleavage, Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose)
GH5	GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); licheninase (EC 3.2.1.73); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); chitosanase (EC 3.2.1.132); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146);	Glycoside Hydrolases	ag	CAZY	Amorphous Cellulose Backbone Cleavage, Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Xylan Backbone Cleavage (Hemicellulose), Beta-mannan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Chitin Oligo Cleavage
GH8	GH8 chitosanase (EC 3.2.1.132); cellulase (EC 3.2.1.4); licheninase (EC 3.2.1.73); endo-1,4-beta-xylanase (EC 3.2.1.8); reducing-end-xylose releasing exo-oligoxylanase (EC 3.2.1.156)	Glycoside Hydrolases	ag	CAZY	Amorphous Cellulose Backbone Cleavage, Xylan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose)
GH12	GH12 endoglucanase (EC 3.2.1.4); xyloglucan hydrolase (EC 3.2.1.151); beta-1,3-1,4-glucanase (EC 3.2.1.73); xyloglucan endotransglycosylase (EC 2.4.1.207)	Glycoside Hydrolases	ag	CAZY	Amorphous Cellulose Backbone Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose)
GH44	GH44 endoglucanase (EC 3.2.1.4); xyloglucanase (EC 3.2.1.151)	Glycoside Hydrolases	ag	CAZY	Amorphous Cellulose Backbone Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose)
GH45	GH45 endoglucanase (EC 3.2.1.4); xyloglucan-specific endo-beta-1,4-glucanase / endo-xyloglucanase (EC 3.2.1.151); endo-beta-1,4-mannanase (EC 3.2.1.78)	Glycoside Hydrolases	ag	CAZY	Amorphous Cellulose Backbone Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose)
GH10	GH10 endo-1,4-beta-xylanase (EC 3.2.1.8); endo-1,3-beta-xylanase (EC 3.2.1.32); tomatinase (EC 3.2.1.-); xylan endotransglycosylase (EC 2.4.2.-); endo-beta-1,4-glucanase (EC 3.2.1.4)	Glycoside Hydrolases	ag	CAZY	Amorphous Cellulose Backbone Cleavage, Xyloglucan Oligo Cleavage (Hemicellulose), Xylan Backbone Cleavage (Hemicellulose)
GH94	GH94 cellobiose phosphorylase (EC 2.4.1.20); laminaribiose phosphorylase (EC 2.4.1.31); cellodextrin phosphorylase (EC 2.4.1.49); chitobiose phosphorylase (EC 2.4.1.-); cyclic beta-1,2-glucan synthase (EC 2.4.1.-); cellobionic acid phosphorylase (EC 2.4.1.321); beta-1,2-oligoglucan phosphorylase (EC 2.4.1.-)	Glycoside Hydrolases	ag	CAZY	Amorphous Cellulose Oligo Cleavage
GH116	GH116 beta-glucosidase (EC 3.2.1.21); beta-xylosidase (EC 3.2.1.37); acid beta-glucosidase/beta-glucosylceramidase (EC 3.2.1.45); beta-N-acetylglucosaminidase (EC 3.2.1.52)	Glycoside Hydrolases	ag	CAZY	Amorphous Cellulose Oligo Cleavage, Chitin Oligo Cleavage
GH1	GH1 beta-glucosidase (EC 3.2.1.21); beta-galactosidase (EC 3.2.1.23); beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); beta-xylosidase (EC 3.2.1.37); beta-D-fucosidase (EC 3.2.1.38); phlorizin hydrolase (EC 3.2.1.62); exo-beta-1,4-glucanase (EC 3.2.1.74); 6-phospho-beta-galactosidase (EC 3.2.1.85); 6-phospho-beta-glucosidase (EC 3.2.1.86); strictosidine beta-glucosidase (EC 3.2.1.105); lactase (EC 3.2.1.108); amygdalin beta-glucosidase (EC 3.2.1.117); prunasin beta-glucosidase (EC 3.2.1.118); vicianin hydrolase (EC 3.2.1.119); raucaffricine beta-glucosidase (EC 3.2.1.125); thioglucosidase (EC 3.2.1.147); beta-primeverosidase (EC 3.2.1.149); isoflavonoid 7-O-beta-apiosyl-beta-glucosidase (EC 3.2.1.161); ABA-specific beta-glucosidase (EC 3.2.1.175); DIMBOA beta-glucosidase (EC 3.2.1.182); beta-glycosidase (EC 3.2.1.-); hydroxyisourate hydrolase (EC 3.-.-.-)	Glycoside Hydrolases	ag	CAZY	Amorphous Cellulose Oligo Cleavage, Mixed-Linkage glucans Oligo Cleavage (Hemicellulose), Beta-galactan (pectic galactan) Oligo Cleavage
GH3	GH3 beta-glucosidase (EC 3.2.1.21); xylan 1,4-beta-xylosidase (EC 3.2.1.37); beta-glucosylceramidase (EC 3.2.1.45); beta-N-acetylhexosaminidase (EC 3.2.1.52); alpha-L-arabinofuranosidase (EC 3.2.1.55); glucan 1,3-beta-glucosidase (EC 3.2.1.58); glucan 1,4-beta-glucosidase (EC 3.2.1.74); isoprimeverose-producing oligoxyloglucan hydrolase (EC 3.2.1.120); coniferin beta-glucosidase (EC 3.2.1.126); exo-1,3-1,4-glucanase (EC 3.2.1.-); beta-N-acetylglucosaminide phosphorylases (EC 2.4.1.-)	Glycoside Hydrolases	ag	CAZY	Amorphous Cellulose Oligo Cleavage, Xylan Oligo Cleavage (Hemicellulose), Mixed-Linkage glucans Oligo Cleavage (Hemicellulose), Arabinan Oligo Cleavage, Chitin Oligo Cleavage
GH16	GH16 xyloglucan:xyloglucosyltransferase (EC 2.4.1.207); keratan-sulfate endo-1,4-beta-galactosidase (EC 3.2.1.103); endo-1,3-beta-glucanase / laminarinase (EC 3.2.1.39); endo-1,3(4)-beta-glucanase (EC 3.2.1.6); licheninase (EC 3.2.1.73); beta-agarase (EC 3.2.1.81); kappa;-carrageenase (EC 3.2.1.83); xyloglucanase (EC 3.2.1.151); endo-beta-1,3-galactanase (EC 3.2.1.181); [retaining] beta-porphyranase (EC 3.2.1.178); hyaluronidase (EC 3.2.1.35); endo-beta-1,4-galactosidase (EC 3.2.1.-); chitin beta-1,6-glucanosyltransferase (EC 2.4.1.-); beta-transglycosidase (EC 2.4.1.-); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-galactanase (EC 3.2.1.181)	Glycoside Hydrolases	ag	CAZY	Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Oligo Cleavage (Hemicellulose), Sulf-Polysachharides Backbone Cleavage
GH2	GH2 beta-galactosidase (EC 3.2.1.23) ; beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); alpha-L-arabinofuranosidase (EC 3.2.1.55); mannosylglycoprotein endo-beta-mannosidase (EC 3.2.1.152); exo-beta-glucosaminidase (EC 3.2.1.165); alpha-L-arabinopyranosidase (EC 3.2.1.-); beta-galacturonidase (EC 3.2.1.-); beta-xylosidase (EC 3.2.1.37); beta-D-galactofuranosidase (EC 3.2.1.146);	Glycoside Hydrolases	ag	CAZY	Amorphous Cellulose Oligo Cleavage, Xyloglucan Oligo Cleavage (Hemicellulose), Beta-mannan Oligo Cleavage (Hemicellulose), Pectin Oligo Cleavage, Beta-galactan (pectic galactan) Oligo Cleavage, Arabinose Oligo cleavage
GH49	GH49 dextranase (EC 3.2.1.11); isopullulanase (EC 3.2.1.57); dextran 1,6-alpha-isomaltotriosidase (EC 3.2.1.95); sulfated arabinan endo-1,4-beta-L-arabinanase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	Arabinan Backbone Cleavage
GH51	GH51 endoglucanase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73)	Glycoside Hydrolases	ag	CAZY	Arabinan Oligo Cleavage
GH54	GH54 alpha-L-arabinofuranosidase (EC 3.2.1.55); beta-xylosidase (EC 3.2.1.37).	Glycoside Hydrolases	ag	CAZY	Arabinan Oligo Cleavage
GH62	GH62 alpha-L-arabinofuranosidase (EC 3.2.1.55)	Glycoside Hydrolases	ag	CAZY	Arabinan Oligo Cleavage
GH93	GH93 exo-alpha-L-1,5-arabinanase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	Arabinan Oligo Cleavage
GH121	GH121 beta-L-arabinobiosidase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	Arabinose Oligo cleavage
GH127	GH127 beta-L-arabinofuranosidase (EC 3.2.1.185); 3-C-carboxy-5-deoxy-L-xylose (aceric acid) hydrolase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	Arabinose Oligo cleavage
GH137	GH137 beta-L-arabinofuranosidase (EC 3.2.1.185)	Glycoside Hydrolases	ag	CAZY	Arabinose Oligo cleavage
GH142	GH142 beta-L-arabinofuranosidase (EC 3.2.1.185)	Glycoside Hydrolases	ag	CAZY	Arabinose Oligo cleavage
GH146	GH146 beta-L-arabinofuranosidase (EC 3.2.1.185)	Glycoside Hydrolases	ag	CAZY	Arabinose Oligo cleavage
GH53	GH53 endo-beta-1,4-galactanase (EC 3.2.1.89).	Glycoside Hydrolases	ag	CAZY	Beta-galactan (pectic galactan) Backbone Cleavage
GH147	GH147 beta-galactosidase (EC 3.2.1.23)	Glycoside Hydrolases	ag	CAZY	Beta-galactan (pectic galactan) Oligo Cleavage
GH165	GH165 beta-galactosidase (EC 3.2.1.23)	Glycoside Hydrolases	ag	CAZY	Beta-galactan (pectic galactan) Oligo Cleavage
GH35	GH35 beta-galactosidase (EC 3.2.1.23); exo-beta-glucosaminidase (EC 3.2.1.165); exo-beta-1,4-galactanase (EC 3.2.1.-); beta-1,3-galactosidase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	Beta-galactan (pectic galactan) Oligo Cleavage
GH42	GH42 beta-galactosidase (EC 3.2.1.23); alpha-L-arabinopyranosidase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	Beta-galactan (pectic galactan) Oligo Cleavage
GH59	GH59 beta-galactosidase (EC 3.2.1.23); galactocerebrosidase (EC 3.2.1.46)	Glycoside Hydrolases	ag	CAZY	Beta-galactan (pectic galactan) Oligo Cleavage
GH134	GH134 endo-beta-1,4-mannanase (EC 3.2.1.78);	Glycoside Hydrolases	ag	CAZY	Beta-mannan Backbone Cleavage (Hemicellulose)
GH113	GH113 beta-mannanase (EC 3.2.1.78)	Glycoside Hydrolases	ag	CAZY	Beta-mannan Backbone Cleavage (Hemicellulose), Beta-mannan Oligo Cleavage (Hemicellulose)
CE2	CE2 acetyl xylan esterase (EC 3.1.1.72).	Carbohydrate Esterases	ag	CAZY	Beta-mannan Oligo Cleavage (Hemicellulose)
GH18	GH18 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity (EC 3.2.1.-); Nod factor hydrolase (EC 3.2.1.-); xylanase inhibitor; concanavalin B; narbonin	Glycoside Hydrolases	ag	CAZY	Chitin Backbone Cleavage
GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17)	Glycoside Hydrolases	ag	CAZY	Chitin Backbone Cleavage
GH23	GH23 lysozyme type G (EC 3.2.1.17); peptidoglycan lyase (EC 4.2.2.n1) also known in the literature as peptidoglycan lytic transglycosylase; chitinase (EC 3.2.1.14)	Glycoside Hydrolases	ag	CAZY	Chitin Backbone Cleavage
GH73	GH73 lysozyme (EC 3.2.1.17); mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	Chitin Backbone Cleavage
CE4	CE4 acetyl xylan esterase (EC 3.1.1.72); chitin deacetylase (EC 3.5.1.41); chitooligosaccharide deacetylase (EC 3.5.1.-); peptidoglycan GlcNAc deacetylase (EC 3.5.1.-); peptidoglycan N-acetylmuramic acid deacetylase (EC 3.5.1.-).	Carbohydrate Esterases	ag	CAZY	Chitin Oligo Cleavage
GH20	GH20 beta-hexosaminidase (EC 3.2.1.52); lacto-N-biosidase (EC 3.2.1.140); beta-1,6-N-acetylglucosaminidase (EC 3.2.1.-); beta-6-SO3-N-acetylglucosaminidase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	Chitin Oligo Cleavage
GH84	GH84 N-acetyl beta-glucosaminidase (EC 3.2.1.52); hyaluronidase (EC 3.2.1.35); [protein]-3-O-(GlcNAc)-L-Ser/Thr beta-N-acetylglucosaminidase (EC 3.2.1.169)	Glycoside Hydrolases	ag	CAZY	Chitin Oligo Cleavage
AA16	AA16 Lytic cellulose monooxygenase (C1-hydroxylating) (EC 1.14.99.54)	Auxiliary Activities	ag	CAZY	Crystalline Cellulose Backbone Cleavage
GH7	GH7 endo-beta-1,4-glucanase (EC 3.2.1.4); reducing end-acting cellobiohydrolase (EC 3.2.1.176); chitosanase (EC 3.2.1.132); endo-beta-1,3-1,4-glucanase (EC 3.2.1.73)	Glycoside Hydrolases	ag	CAZY	Crystalline Cellulose Backbone Cleavage, Amorphous Cellulose Backbone Cleavage, Mixed-Linkage glucans Backbone Cleavage (Hemicellulose)
AA11	AA11 proteins are copper-dependent lytic polysaccharide monooxygenases (LPMOs); cleavage of chitin chains with oxidation of C-1 has been demonstrated for a AA11 LPMO from Aspergillus oryzae;	Auxiliary Activities	ag	CAZY	Crystalline Cellulose Backbone Cleavage, Chitin Oligo Cleavage
AA15	AA15 lytic cellulose monooxygenase (C1-hydroxylating) (EC 1.14.99.54); lytic chitin monooxygenase (EC 1.14.99.53)	Auxiliary Activities	ag	CAZY	Crystalline Cellulose Backbone Cleavage, Chitin Oligo Cleavage
AA10	AA10 (formerly CBM33) proteins are copper-dependent lytic polysaccharide monooxygenases (LPMOs); some proteins have been shown to act on chitin, others on cellulose; lytic cellulose monooxygenase (C1-hydroxylating) (EC 1.14.99.54); lytic cellulose monooxygenase (C4-dehydrogenating)(EC 1.14.99.56); lytic chitin monooxygenase (EC 1.14.99.53)	Auxiliary Activities	ag	CAZY	Crystalline Cellulose Backbone Cleavage, Crystalline Cellulose Backbone Cleavage, Chitin Oligo Cleavage
AA13	AA13 proteins are copper-dependent lytic polysaccharide monooxygenases (LPMOs); cleavage of starch with oxidation of C-1 at the site of cleavage has been demonstrated for the LPMO encoded by gene NCU08746 from Neurospora crassa;	Auxiliary Activities	ag	CAZY	Crystalline Cellulose Backbone Cleavage, Starch Backbone Cleavage
AA9	AA9 (formerly GH61) proteins are copper-dependent lytic polysaccharide monooxygenases (LPMOs); cleavage of cellulose chains with oxidation of carbons C1 and/or C4 and C-6); lytic cellulose monooxygenase (C1-hydroxylating) (EC 1.14.99.54); lytic cellulose monooxygenase (C4-dehydrogenating) (EC 1.14.99.56)	Auxiliary Activities	ag	CAZY	Crystalline Cellulose Backbone Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose)
GH48	GH48 reducing end-acting cellobiohydrolase (EC 3.2.1.176); endo-beta-1,4-glucanase (EC 3.2.1.4); chitinase (EC 3.2.1.14)	Glycoside Hydrolases	ag	CAZY	Crystalline Cellulose Backbone Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose)
GH107	GH107 sulfated fucan endo-1,4-fucanase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	Fucose Oligo Cleavage
GH151	GH151 alpha-L-fucosidase (EC 3.2.1.51)	Glycoside Hydrolases	ag	CAZY	Fucose Oligo Cleavage
GH29	GH29 alpha-L-fucosidase (EC 3.2.1.51); alpha-1,3/1,4-L-fucosidase (EC 3.2.1.111)	Glycoside Hydrolases	ag	CAZY	Fucose Oligo Cleavage
GH95	GH95 alpha-L-fucosidase (EC 3.2.1.51); alpha-1,2-L-fucosidase (EC 3.2.1.63); alpha-L-galactosidase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	Fucose Oligo Cleavage
GH152	GH152 beta-1,3-glucanase (EC 3.2.1.39)	Glycoside Hydrolases	ag	CAZY	Mixed-Linkage glucans Backbone Cleavage (Hemicellulose)
GH157	GH157 endo-beta-1,3-glucanase (EC 3.2.1.39); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39)	Glycoside Hydrolases	ag	CAZY	Mixed-Linkage glucans Backbone Cleavage (Hemicellulose)
GH158	GH158 endo-beta-1,3-glucanase (EC 3.2.1.39)	Glycoside Hydrolases	ag	CAZY	Mixed-Linkage glucans Backbone Cleavage (Hemicellulose)
GH64	GH64 beta-1,3-glucanase (EC 3.2.1.39)	Glycoside Hydrolases	ag	CAZY	Mixed-Linkage glucans Backbone Cleavage (Hemicellulose)
GH81	GH81 endo-beta-1,3-glucanase (EC 3.2.1.39)	Glycoside Hydrolases	ag	CAZY	Mixed-Linkage glucans Backbone Cleavage (Hemicellulose)
GH17	GH17 glucan endo-1,3-beta-glucosidase (EC 3.2.1.39); glucan 1,3-beta-glucosidase (EC 3.2.1.58); licheninase (EC 3.2.1.73); ABA-specific beta-glucosidase (EC 3.2.1.175); beta-1,3-glucanosyltransglycosylase (EC 2.4.1.-)	Glycoside Hydrolases	ag	CAZY	Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Oligo Cleavage (Hemicellulose)
GH55	GH55 exo-beta-1,3-glucanase (EC 3.2.1.58); endo-beta-1,3-glucanase (EC 3.2.1.39)	Glycoside Hydrolases	ag	CAZY	Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Oligo Cleavage (Hemicellulose)
GH128	GH128 beta-1,3-glucanase (EC 3.2.1.39)	Glycoside Hydrolases	ag	CAZY	Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Rhamnose Oligo cleavage
GH101	GH101 endo-alpha-N-acetylgalactosaminidase (EC 3.2.1.97)	Glycoside Hydrolases	ag	CAZY	Mucin Backbone Cleavage
GH109	GH109 alpha-N-acetylgalactosaminidase (EC 3.2.1.49)	Glycoside Hydrolases	ag	CAZY	Mucin Oligo Cleavage
